pokedex_number|pokedex_number_form|name|hp|attack|defense|sp_attack|sp_defense|speed|base_total|base_average|ability_1|ability_2|hidden_ability|type_1|type_2|japanese_name|catch_rate|base_friendship_old|base_friendship|exp_100|category|height_m|weight_kg|hatch_cycles|percentage_male|gen|starter|legendary|mythical|pseudo-legendary|ultra_beast|mega_evolution|fossil
800|800U|Necrozma (Ultra Necrozma)|97|167|97|167|97|129|754|125.67|Neuroforce|||Psychic|Dragon|Necrozmaネクロズマ|3.0|0.0|0|1250000.0|Prism Pokémon|7.5|230.0|120||7|False|True|False|False|False|False|False
801|801|Magearna|80|95|115|130|115|65|600|100.0|Soul-Heart|||Steel|Fairy|Magearnaマギアナ|3.0|0.0|0|1250000.0|Artificial Pokémon|1.0|80.5|120||7|False|False|True|False|False|False|False
802|802|Marshadow|90|125|80|90|90|125|600|100.0|Technician|||Fighting|Ghost|Marshadowマーシャドー|3.0|0.0|0|1250000.0|Gloomdweller Pokémon|0.7|22.2|120||7|False|False|True|False|False|False|False
803|803|Poipole|67|73|67|73|67|73|420|70.0|Beast Boost|||Poison||Bevenomベベノム|45.0|0.0|0|1250000.0|Poison Pin Pokémon|0.6|1.8|120||7|False|False|False|False|True|False|False
804|804|Naganadel|73|73|73|127|73|121|540|90.0|Beast Boost|||Poison|Dragon|Agoyonアーゴヨン|45.0|0.0|0|1250000.0|Poison Pin Pokémon|3.6|150.0|120||7|False|False|False|False|True|False|False
805|805|Stakataka|61|131|211|53|101|13|570|95.0|Beast Boost|||Rock|Steel|Tundetundeツンデツンデ|30.0|0.0|0|1250000.0|Rampart Pokémon|5.5|820.0|120||7|False|False|False|False|True|False|False
806|806|Blacephalon|53|127|53|151|79|107|570|95.0|Beast Boost|||Fire|Ghost|Zugadoonズガドーン|30.0|0.0|0|1250000.0|Fireworks Pokémon|1.8|13.0|120||7|False|False|False|False|True|False|False
807|807|Zeraora|88|112|75|102|80|143|600|100.0|Volt Absorb|||Electric||Zeraoraゼラオラ|3.0|0.0|0|1250000.0|Thunderclap Pokémon|1.5|44.5|120||7|False|False|True|False|False|False|False
808|808|Meltan|46|65|65|55|35|34|300|50.0|Magnet Pull|||Steel||Meltanメルタン|3.0|0.0|0|1250000.0|Hex Nut Pokémon|0.2|8.0|120||7|False|False|True|False|False|False|False
809|809|Melmetal|135|143|143|80|65|34|600|100.0|Iron Fist|||Steel||Melmetalメルメタル|3.0|0.0|0|1250000.0|Hex Nut Pokémon|2.5|800.0|120||7|False|False|True|False|False|False|False
810|810|Grookey|50|65|50|40|40|65|310|51.67|Overgrow||Grassy Surge|Grass||Sarunoriサルノリ|45.0||50|1059860.0|Chimp Pokémon|0.3|5.0|20|87.5|8|True|False|False|False|False|False|False
811|811|Thwackey|70|85|70|55|60|80|420|70.0|Overgrow||Grassy Surge|Grass||Bachinkeyバチンキー|45.0||50|1059860.0|Beat Pokémon|0.7|14.0|20|87.5|8|True|False|False|False|False|False|False
812|812|Rillaboom|100|125|90|60|70|85|530|88.33|Overgrow||Grassy Surge|Grass||Goriranderゴリランダー|45.0||50|1059860.0|Drummer Pokémon|2.1|90.0|20|87.5|8|True|False|False|False|False|False|False
813|813|Scorbunny|50|71|40|40|40|69|310|51.67|Blaze||Libero|Fire||Hibannyヒバニー|45.0||50|1059860.0|Rabbit Pokémon|0.3|4.5|20|87.5|8|True|False|False|False|False|False|False
814|814|Raboot|65|86|60|55|60|94|420|70.0|Blaze||Libero|Fire||Rabbifutoラビフット|45.0||50|1059860.0|Rabbit Pokémon|0.6|9.0|20|87.5|8|True|False|False|False|False|False|False
815|815|Cinderace|80|116|75|65|75|119|530|88.33|Blaze||Libero|Fire||Aceburnエースバーン|45.0||50|1059860.0|Striker Pokémon|1.4|33.0|20|87.5|8|True|False|False|False|False|False|False
816|816|Sobble|50|40|40|70|40|70|310|51.67|Torrent||Sniper|Water||Messonメッソン|45.0||50|1059860.0|Water Lizard Pokémon|0.3|4.0|20|87.5|8|True|False|False|False|False|False|False
817|817|Drizzile|65|60|55|95|55|90|420|70.0|Torrent||Sniper|Water||Jimereonジメレオン|45.0||50|1059860.0|Water Lizard Pokémon|0.7|11.5|20|87.5|8|True|False|False|False|False|False|False
818|818|Inteleon|70|85|65|125|65|120|530|88.33|Torrent||Sniper|Water||Intereonインテレオン|45.0||50|1059860.0|Secret Agent Pokémon|1.9|45.2|20|87.5|8|True|False|False|False|False|False|False
819|819|Skwovet|70|55|55|35|35|25|275|45.83|Cheek Pouch||Gluttony|Normal||Hoshigarisuホシガリス|255.0||50|1000000.0|Cheeky Pokémon|0.3|2.5|20|50|8|False|False|False|False|False|False|False
820|820|Greedent|120|95|95|55|75|20|460|76.67|Cheek Pouch||Gluttony|Normal||Yokubarisuヨクバリス|90.0||50|1000000.0|Greedy Pokémon|0.6|6.0|20|50|8|False|False|False|False|False|False|False
821|821|Rookidee|38|47|35|33|35|57|245|40.83|Keen Eye|Unnerve|Big Pecks|Flying||Kokogaraココガラ|255.0||50|1059860.0|Tiny Bird Pokémon|0.2|1.8|15|50|8|False|False|False|False|False|False|False
822|822|Corvisquire|68|67|55|43|55|77|365|60.83|Keen Eye|Unnerve|Big Pecks|Flying||Aogarasuアオガラス|120.0||50|1059860.0|Raven Pokémon|0.8|16.0|15|50|8|False|False|False|False|False|False|False
823|823|Corviknight|98|87|105|53|85|67|495|82.5|Pressure|Unnerve|Mirror Armor|Flying|Steel|Armorgaアーマーガア|45.0||50|1059860.0|Raven Pokémon|2.2|75.0|15|50|8|False|False|False|False|False|False|False
824|824|Blipbug|25|20|20|25|45|45|180|30.0|Swarm|Compound Eyes|Telepathy|Bug||Sacchimushiサッチムシ|255.0||50|1000000.0|Larva Pokémon|0.4|8.0|15|50|8|False|False|False|False|False|False|False
825|825|Dottler|50|35|80|50|90|30|335|55.83|Swarm|Compound Eyes|Telepathy|Bug|Psychic|Redomushiレドームシ|120.0||50|1000000.0|Radome Pokémon|0.4|19.5|15|50|8|False|False|False|False|False|False|False
826|826|Orbeetle|60|45|110|80|120|90|505|84.17|Swarm|Frisk|Telepathy|Bug|Psychic|Eolbイオルブ|45.0||50|1000000.0|Seven Spot Pokémon|0.4|40.8|15|50|8|False|False|False|False|False|False|False
827|827|Nickit|40|28|28|47|52|50|245|40.83|Run Away|Unburden|Stakeout|Dark||Kusuneクスネ|255.0||50|800000.0|Fox Pokémon|0.6|8.9|15|50|8|False|False|False|False|False|False|False
828|828|Thievul|70|58|58|87|92|90|455|75.83|Run Away|Unburden|Stakeout|Dark||Foxlyフォクスライ|127.0||50|800000.0|Fox Pokémon|1.2|19.9|15|50|8|False|False|False|False|False|False|False
829|829|Gossifleur|40|40|60|40|60|10|250|41.67|Cotton Down|Regenerator|Effect Spore|Grass||Himenkaヒメンカ|190.0||50|1000000.0|Flowering Pokémon|0.4|2.2|20|50|8|False|False|False|False|False|False|False
830|830|Eldegoss|60|50|90|80|120|60|460|76.67|Cotton Down|Regenerator|Effect Spore|Grass||Watashiragaワタシラガ|75.0||50|1000000.0|Cotton Bloom Pokémon|0.5|2.5|20|50|8|False|False|False|False|False|False|False
831|831|Wooloo|42|40|55|40|45|48|270|45.0|Fluffy|Run Away|Bulletproof|Normal||Wooluuウールー|255.0||50|1000000.0|Sheep Pokémon|0.6|6.0|15|50|8|False|False|False|False|False|False|False
832|832|Dubwool|72|80|100|60|90|88|490|81.67|Fluffy|Steadfast|Bulletproof|Normal||Baiwooluuバイウールー|127.0||50|1000000.0|Sheep Pokémon|1.3|43.0|15|50|8|False|False|False|False|False|False|False
833|833|Chewtle|50|64|50|38|38|44|284|47.33|Strong Jaw|Shell Armor|Swift Swim|Water||Kamukameカムカメ|255.0||50|1000000.0|Snapping Pokémon|0.3|8.5|20|50|8|False|False|False|False|False|False|False
834|834|Drednaw|90|115|90|48|68|74|485|80.83|Strong Jaw|Shell Armor|Swift Swim|Water|Rock|Kajirigameカジリガメ|75.0||50|1000000.0|Bite Pokémon|1.0|115.5|20|50|8|False|False|False|False|False|False|False
835|835|Yamper|59|45|50|40|50|26|270|45.0|Ball Fetch||Rattled|Electric||Wanpachiワンパチ|255.0||50|800000.0|Puppy Pokémon|0.3|13.5|20|50|8|False|False|False|False|False|False|False
836|836|Boltund|69|90|60|90|60|121|490|81.67|Strong Jaw||Competitive|Electric||Pulsewanパルスワン|45.0||50|800000.0|Dog Pokémon|1.0|34.0|20|50|8|False|False|False|False|False|False|False
837|837|Rolycoly|30|40|50|40|50|30|240|40.0|Steam Engine|Heatproof|Flash Fire|Rock||Tandonタンドン|255.0||50|1059860.0|Coal Pokémon|0.3|12.0|15|50|8|False|False|False|False|False|False|False
838|838|Carkol|80|60|90|60|70|50|410|68.33|Steam Engine|Flame Body|Flash Fire|Rock|Fire|Toroggonトロッゴン|120.0||50|1059860.0|Coal Pokémon|1.1|78.0|15|50|8|False|False|False|False|False|False|False
839|839|Coalossal|110|80|120|80|90|30|510|85.0|Steam Engine|Flame Body|Flash Fire|Rock|Fire|Sekitanzanセキタンザン|45.0||50|1059860.0|Coal Pokémon|2.8|310.5|15|50|8|False|False|False|False|False|False|False
840|840|Applin|40|40|80|40|40|20|260|43.33|Ripen|Gluttony|Bulletproof|Grass|Dragon|Kajicchuカジッチュ|255.0||50|600000.0|Apple Core Pokémon|0.2|0.5|20|50|8|False|False|False|False|False|False|False
841|841|Flapple|70|110|80|95|60|70|485|80.83|Ripen|Gluttony|Hustle|Grass|Dragon|Appryuアップリュー|45.0||50|600000.0|Apple Wing Pokémon|0.3|1.0|20|50|8|False|False|False|False|False|False|False
842|842|Appletun|110|85|80|100|80|30|485|80.83|Ripen|Gluttony|Thick Fat|Grass|Dragon|Taruppleタルップル|45.0||50|600000.0|Apple Nectar Pokémon|0.4|13.0|20|50|8|False|False|False|False|False|False|False
843|843|Silicobra|52|57|75|35|50|46|315|52.5|Sand Spit|Shed Skin|Sand Veil|Ground||Sunahebiスナヘビ|255.0||50|1000000.0|Sand Snake Pokémon|2.2|7.6|20|50|8|False|False|False|False|False|False|False
844|844|Sandaconda|72|107|125|65|70|71|510|85.0|Sand Spit|Shed Skin|Sand Veil|Ground||Sadaijaサダイジャ|120.0||50|1000000.0|Sand Snake Pokémon|3.8|65.5|20|50|8|False|False|False|False|False|False|False
845|845|Cramorant|70|85|55|85|95|85|475|79.17|Gulp Missile|||Flying|Water|Uuウッウ|45.0||50|1000000.0|Gulp Pokémon|0.8|18.0|20|50|8|False|False|False|False|False|False|False
846|846|Arrokuda|41|63|40|40|30|66|280|46.67|Swift Swim||Propeller Tail|Water||Sasikamasuサシカマス|255.0||50|1250000.0|Rush Pokémon|0.5|1.0|20|50|8|False|False|False|False|False|False|False
847|847|Barraskewda|61|123|60|60|50|136|490|81.67|Swift Swim||Propeller Tail|Water||Kamasujawカマスジョー|60.0||50|1250000.0|Skewer Pokémon|1.3|30.0|20|50|8|False|False|False|False|False|False|False
848|848|Toxel|40|38|35|54|35|40|242|40.33|Rattled|Static|Klutz|Electric|Poison|Elesonエレズン|75.0||50|1059860.0|Baby Pokémon|0.4|11.0|25|50|8|False|False|False|False|False|False|False
849|849|Toxtricity (Amped Form)|75|98|70|114|70|75|502|83.67|Punk Rock|Plus|Technician|Electric|Poison|Strinderストリンダー|45.0||50|1059860.0|Punk Pokémon|1.6|40.0|25|50|8|False|False|False|False|False|False|False
849|849L|Toxtricity (Low Key Form)|75|98|70|114|70|75|502|83.67|Punk Rock|Minus|Technician|Electric|Poison|Strinderストリンダー|45.0||50|1059860.0|Punk Pokémon|1.6|40.0|25|50|8|False|False|False|False|False|False|False
850|850|Sizzlipede|50|65|45|50|50|45|305|50.83|Flash Fire|White Smoke|Flame Body|Fire|Bug|Yakudeヤクデ|190.0||50|1000000.0|Radiator Pokémon|0.7|1.0|20|50|8|False|False|False|False|False|False|False
851|851|Centiskorch|100|115|65|90|90|65|525|87.5|Flash Fire|White Smoke|Flame Body|Fire|Bug|Maruyakudeマルヤクデ|75.0||50|1000000.0|Radiator Pokémon|3.0|120.0|20|50|8|False|False|False|False|False|False|False
852|852|Clobbopus|50|68|60|50|50|32|310|51.67|Limber||Technician|Fighting||Tatakkoタタッコ|180.0||50|1059860.0|Tantrum Pokémon|0.6|4.0|25|50|8|False|False|False|False|False|False|False
853|853|Grapploct|80|118|90|70|80|42|480|80.0|Limber||Technician|Fighting||Otosupusオトスパス|45.0||50|1059860.0|Jujitsu Pokémon|1.6|39.0|25|50|8|False|False|False|False|False|False|False
854|854|Sinistea|40|45|45|74|54|50|308|51.33|Weak Armor||Cursed Body|Ghost||Yabachaヤバチャ|120.0||50|1000000.0|Black Tea Pokémon|0.1|0.2|20||8|False|False|False|False|False|False|False
855|855|Polteageist|60|65|65|134|114|70|508|84.67|Weak Armor||Cursed Body|Ghost||Potdeathポットデス|60.0||50|1000000.0|Black Tea Pokémon|0.2|0.4|20||8|False|False|False|False|False|False|False
856|856|Hatenna|42|30|45|56|53|39|265|44.17|Healer|Anticipation|Magic Bounce|Psychic||Mibrimミブリム|235.0||50|1250000.0|Calm Pokémon|0.4|3.4|20|0|8|False|False|False|False|False|False|False
857|857|Hattrem|57|40|65|86|73|49|370|61.67|Healer|Anticipation|Magic Bounce|Psychic||Tebrimテブリム|120.0||50|1250000.0|Serene Pokémon|0.6|4.8|20|0|8|False|False|False|False|False|False|False
858|858|Hatterene|57|90|95|136|103|29|510|85.0|Healer|Anticipation|Magic Bounce|Psychic|Fairy|Brimuonブリムオン|45.0||50|1250000.0|Silent Pokémon|2.1|5.0|20|0|8|False|False|False|False|False|False|False
859|859|Impidimp|45|45|30|55|40|50|265|44.17|Prankster|Frisk|Pickpocket|Dark|Fairy|Berobaベロバー|255.0||50|1000000.0|Wily Pokémon|0.4|5.5|20|100|8|False|False|False|False|False|False|False
860|860|Morgrem|65|60|45|75|55|70|370|61.67|Prankster|Frisk|Pickpocket|Dark|Fairy|Gimohギモー|120.0||50|1000000.0|Devious Pokémon|0.8|12.5|20|100|8|False|False|False|False|False|False|False
861|861|Grimmsnarl|95|120|65|95|75|60|510|85.0|Prankster|Frisk|Pickpocket|Dark|Fairy|Ohlongeオーロンゲ|45.0||50|1000000.0|Bulk Up Pokémon|1.5|61.0|20|100|8|False|False|False|False|False|False|False
862|862|Obstagoon|93|90|101|60|81|95|520|86.67|Reckless|Guts|Defiant|Dark|Normal|Tachifusagumaタチフサグマ|45.0||50|1000000.0|Blocking Pokémon|1.6|46.0|15|50|8|False|False|False|False|False|False|False
863|863|Perrserker|70|110|100|50|60|50|440|73.33|Battle Armor|Tough Claws|Steely Spirit|Steel||Nyaikingニャイキング|90.0||50|1000000.0|Viking Pokémon|0.8|28.0|20|50|8|False|False|False|False|False|False|False
864|864|Cursola|60|95|50|145|130|30|510|85.0|Weak Armor||Perish Body|Ghost||Sunigoonサニゴーン|30.0||50|800000.0|Coral Pokémon|1.0|0.4|20|25.0|8|False|False|False|False|False|False|False
865|865|Sirfetch'd|62|135|95|68|82|65|507|84.5|Steadfast||Scrappy|Fighting||Negigaknightネギガナイト|45.0||50|1000000.0|Wild Duck Pokémon|0.8|117.0|20|50|8|False|False|False|False|False|False|False
866|866|Mr. Rime|80|85|75|110|100|70|520|86.67|Tangled Feet|Screen Cleaner|Ice Body|Ice|Psychic|Barrikohruバリコオル|45.0||50|1000000.0|Comedian Pokémon|1.5|58.2|25|50|8|False|False|False|False|False|False|False
867|867|Runerigus|58|95|145|50|105|30|483|80.5|Wandering Spirit|||Ground|Ghost|Deathbarnデスバーン|90.0||50|1000000.0|Grudge Pokémon|1.6|66.6|25|50|8|False|False|False|False|False|False|False
868|868|Milcery|45|40|40|50|61|34|270|45.0|Sweet Veil||Aroma Veil|Fairy||Mahomilマホミル|200.0||50|1000000.0|Cream Pokémon|0.2|0.3|20|0|8|False|False|False|False|False|False|False
869|869|Alcremie|65|60|75|110|121|64|495|82.5|Sweet Veil||Aroma Veil|Fairy||Mawhipマホイップ|100.0||50|1000000.0|Cream Pokémon|0.3|0.5|20|0|8|False|False|False|False|False|False|False
870|870|Falinks|65|100|100|70|60|75|470|78.33|Battle Armor||Defiant|Fighting||Tairetsuタイレーツ|45.0||50|1000000.0|Formation Pokémon|3.0|62.0|25||8|False|False|False|False|False|False|False
871|871|Pincurchin|48|101|95|91|85|15|435|72.5|Lightning Rod||Electric Surge|Electric||Bachinuniバチンウニ|75.0||50|1000000.0|Sea Urchin Pokémon|0.3|1.0|20|50|8|False|False|False|False|False|False|False
872|872|Snom|30|25|35|45|30|20|185|30.83|Shield Dust||Ice Scales|Ice|Bug|Yukihamiユキハミ|190.0||50|1000000.0|Worm Pokémon|0.3|3.8|20|50|8|False|False|False|False|False|False|False
873|873|Frosmoth|70|65|60|125|90|65|475|79.17|Shield Dust||Ice Scales|Ice|Bug|Mothnowモスノウ|75.0||50|1000000.0|Frost Moth Pokémon|1.3|42.0|20|50|8|False|False|False|False|False|False|False
874|874|Stonjourner|100|125|135|20|20|70|470|78.33|Power Spot|||Rock||Ishihenginイシヘンジン|60.0||50|1250000.0|Big Rock Pokémon|2.5|520.0|25|50|8|False|False|False|False|False|False|False
875|875|Eiscue (Ice Face)|75|80|110|65|90|50|470|78.33|Ice Face|||Ice||Korippoコオリッポ|60.0||50|1250000.0|Penguin Pokémon|1.4|89.0|25|50|8|False|False|False|False|False|False|False
875|875N|Eiscue (Noice Face)|75|80|70|65|50|130|470|78.33|Ice Face|||Ice||Korippoコオリッポ|60.0||50|1250000.0|Penguin Pokémon|1.4|89.0|25|50|8|False|False|False|False|False|False|False
876|876|Indeedee (Male)|60|65|55|105|95|95|475|79.17|Inner Focus|Synchronize|Psychic Surge|Psychic|Normal|Yessanイエッサン|30.0||140|800000.0|Emotion Pokémon|0.9|28.0|40|50|8|False|False|False|False|False|False|False
876|876F|Indeedee (Female)|70|55|65|95|105|85|475|79.17|Own Tempo|Synchronize|Psychic Surge|Psychic|Normal|Yessanイエッサン|30.0||140|800000.0|Emotion Pokémon|0.9|28.0|40|50|8|False|False|False|False|False|False|False
877|877|Morpeko|58|95|58|70|58|97|436|72.67|Hunger Switch|||Electric|Dark|Morpekoモルペコ|180.0||50|1000000.0|Two-Sided Pokémon|0.3|3.0|10|50|8|False|False|False|False|False|False|False
878|878|Cufant|72|80|49|40|49|40|330|55.0|Sheer Force||Heavy Metal|Steel||Zoudouゾウドウ|190.0||50|1000000.0|Copperderm Pokémon|1.2|100.0|25|50|8|False|False|False|False|False|False|False
879|879|Copperajah|122|130|69|80|69|30|500|83.33|Sheer Force||Heavy Metal|Steel||Daioudouダイオウドウ|90.0||50|1000000.0|Copperderm Pokémon|3.0|650.0|25|50|8|False|False|False|False|False|False|False
880|880|Dracozolt|90|100|90|80|70|75|505|84.17|Volt Absorb|Hustle|Sand Rush|Electric|Dragon|Patchiragonパッチラゴン|45.0||50|1250000.0|Fossil Pokémon|1.8|190.0|35||8|False|False|False|False|False|False|True
881|881|Arctozolt|90|100|90|90|80|55|505|84.17|Volt Absorb|Static|Slush Rush|Electric|Ice|Patchilldonパッチルドン|45.0||50|1250000.0|Fossil Pokémon|2.3|150.0|35||8|False|False|False|False|False|False|True
882|882|Dracovish|90|90|100|70|80|75|505|84.17|Water Absorb|Strong Jaw|Sand Rush|Water|Dragon|Uonoragonウオノラゴン|45.0||50|1250000.0|Fossil Pokémon|2.3|215.0|35||8|False|False|False|False|False|False|True
883|883|Arctovish|90|90|100|80|90|55|505|84.17|Water Absorb|Ice Body|Slush Rush|Water|Ice|Uochilldonウオチルドン|45.0||50|1250000.0|Fossil Pokémon|2.0|175.0|35||8|False|False|False|False|False|False|True
884|884|Duraludon|70|95|115|120|50|85|535|89.17|Light Metal|Heavy Metal|Stalwart|Steel|Dragon|Duraludonジュラルドン|45.0||50|1000000.0|Alloy Pokémon|1.8|40.0|30|50|8|False|False|False|False|False|False|False
885|885|Dreepy|28|60|30|40|30|82|270|45.0|Clear Body|Infiltrator|Cursed Body|Dragon|Ghost|Dorameshiyaドラメシヤ|45.0||50|1250000.0|Lingering Pokémon|0.5|2.0|40|50|8|False|False|False|False|False|False|False
886|886|Drakloak|68|80|50|60|50|102|410|68.33|Clear Body|Infiltrator|Cursed Body|Dragon|Ghost|Doronchドロンチ|45.0||50|1250000.0|Caretaker Pokémon|1.4|11.0|40|50|8|False|False|False|False|False|False|False
887|887|Dragapult|88|120|75|100|75|142|600|100.0|Clear Body|Infiltrator|Cursed Body|Dragon|Ghost|Dorapultドラパルト|45.0||50|1250000.0|Stealth Pokémon|3.0|50.0|40|50|8|False|False|False|True|False|False|False
888|888|Zacian (Hero of Many Battles)|92|130|115|80|115|138|670|111.67|Intrepid Sword|||Fairy||Zacianザシアン|10.0||0|1250000.0|Warrior Pokémon|2.8|355.0|120||8|False|True|False|False|False|False|False
888|888C|Zacian (Crowned Sword)|92|170|115|80|115|148|720|120.0|Intrepid Sword|||Fairy|Steel|Zacianザシアン|10.0||0|1250000.0|Warrior Pokémon|2.8|110.0|120||8|False|True|False|False|False|False|False
889|889|Zamazenta (Hero of Many Battles)|92|130|115|80|115|138|670|111.67|Dauntless Shield|||Fighting||Zamazentaザマゼンタ|10.0||0|1250000.0|Warrior Pokémon|2.9|785.0|120||8|False|True|False|False|False|False|False
889|889C|Zamazenta (Crowned Shield)|92|130|145|80|145|128|720|120.0|Dauntless Shield|||Fighting|Steel|Zamazentaザマゼンタ|10.0||0|1250000.0|Warrior Pokémon|2.9|210.0|120||8|False|True|False|False|False|False|False
890|890|Eternatus|140|85|95|145|95|130|690|115.0|Pressure|||Poison|Dragon|Mugendinaムゲンダイナ|255.0||0|1250000.0|Gigantic Pokémon|20.0|950.0|120||8|False|True|False|False|False|False|False
890|890E|Eternatus (Eternamax Eternatus)|255|115|250|125|250|130|1125|187.5|Pressure|||Poison|Dragon|Mugendinaムゲンダイナ|||0|1250000.0|Gigantic Pokémon|||120||8|False|True|False|False|False|False|False
891|891|Kubfu|60|90|60|53|50|72|385|64.17|Inner Focus|||Fighting||Dakumaダクマ|3.0||50|1250000.0|Wushu Pokémon|0.6|12.0|120|87.5|8|False|True|False|False|False|False|False
892|892|Urshifu (Single Strike Style)|100|130|100|63|60|97|550|91.67|Unseen Fist|||Fighting|Dark|Wulaosuウーラオス|3.0||50|1250000.0|Wushu Pokémon|1.9|105.0|120|87.5|8|False|True|False|False|False|False|False
892|892RS|Urshifu (Rapid Strike Style)|100|130|100|63|60|97|550|91.67|Unseen Fist|||Fighting|Water|Wulaosuウーラオス|3.0||50|1250000.0|Wushu Pokémon|1.9|105.0|120|87.5|8|False|True|False|False|False|False|False
893|893|Zarude|105|120|105|70|95|105|600|100.0|Leaf Guard|||Dark|Grass|Zarudeザルード|3.0||0|1250000.0|Rogue Monkey Pokémon|1.8|70.0|120||8|False|False|True|False|False|False|False
894|894|Regieleki|80|100|50|100|50|200|580|96.67|Transistor|||Electric||Regielekiレジエレキ|3.0||35|1250000.0|Electron Pokémon|1.2|145.0|120||8|False|True|False|False|False|False|False
895|895|Regidrago|200|100|50|100|50|80|580|96.67|Dragon's Maw|||Dragon||Regidoragoレジドラゴ|3.0||35|1250000.0|Dragon Orb Pokémon|2.1|200.0|120||8|False|True|False|False|False|False|False
896|896|Glastrier|100|145|130|65|110|30|580|96.67|Chilling Neigh|||Ice||Blizzaposブリザポス|3.0||35|1250000.0|Wild Horse Pokémon|2.2|800.0|120||8|False|True|False|False|False|False|False
897|897|Spectrier|100|65|60|145|80|130|580|96.67|Grim Neigh|||Ghost||Wraithposレイスポス|3.0||35|1250000.0|Swift Horse Pokémon|2.0|44.5|120||8|False|True|False|False|False|False|False
898|898|Calyrex|100|80|80|80|80|80|500|83.33|Unnerve|||Psychic|Grass|Budrexバドレックス|3.0||100|1250000.0|King Pokémon|1.1|7.7|120||8|False|True|False|False|False|False|False
